Unnamed: 0,App,Category,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Rating_normalized,Reviews_normalized,Size_normalized,Installs_normalized,Price_normalized,Current Ver_normalized,Android Ver_normalized,Weighted_Rating,Log_Installs,Category_Avg_Rating,PC1,PC2,PC1_Category,Installs,Installs_Category,average_rating_all,average_rating_sports
16.0,photo design - write name shape,art_and_design,free,0,everyon,art & design,31-Jul-18,3.1,4.1 and up,0.206,4.6e-05,0.045,0.0005,0.0,0.0,0.429,17070.4,13.122365377402328,4.350461768401344,0.20128504758245938,-1.587263642864539,1.0,500000.0,3,4.193338315362443,4.230763657956613
17.0,350 diy room decor idea,art_and_design,free,0,everyon,art & design,7-Nov-17,1,2.3 and up,0.194,0.0,0.162,1e-05,0.0,0.0,0.143,121.5,9.210440366976517,4.350461768401344,-0.7548641645564155,-0.049365693209070374,2.0,10000.0,2,4.193338315362443,4.230763657956613
20.0,logo maker - small busi,art_and_design,free,0,everyon,art & design,20-Apr-18,4,4.1 and up,0.167,6e-06,0.131,0.0001,0.0,0.0,0.429,1800.0,11.51293546492023,4.350461768401344,1.2292041739589485,-0.9218457894148138,1.0,100000.0,0,4.193338315362443,4.230763657956613
21.0,boy photo editor - six pack & men' suit,art_and_design,free,0,everyon,art & design,20-Mar-18,1.1,4.0.3 and up,0.172,8e-06,0.111,0.0001,0.0,0.0,0.429,2681.3999999999996,11.51293546492023,4.350461768401344,-0.7781875063255224,0.16292618837232656,2.0,100000.0,0,4.193338315362443,4.230763657956613
22.0,superhero wallpap | 4k background,art_and_design,free,0,everyon 10+,art & design,12-Jul-18,2.2.6.2,4.0.3 and up,0.206,9.9e-05,0.032,0.0005,0.0,0.0,0.429,36185.3,13.122365377402328,4.350461768401344,-0.9875243964280791,0.63834019791726,2.0,500000.0,3,4.193338315362443,4.230763657956613
23.0,mcqueen color page,art_and_design,free,0,everyon,art & design;act & adventur,7-Mar-18,1.0.0,4.1 and up,0.177,1e-06,0.061,0.0001,0.0,0.0,0.429,255.793637237109,11.51293546492023,4.350461768401344,-0.8257324950059818,0.08968821312520225,2.0,100000.0,0,4.193338315362443,4.230763657956613
24.0,hd mickey minni wallpap,art_and_design,free,0,everyon,art & design,7-Jul-18,1.1.3,4.1 and up,0.206,2e-06,0.222,5e-05,0.0,0.0,0.429,554.6,10.819798284210286,4.350461768401344,-0.6564122997074808,0.006162501743759821,2.0,50000.0,0,4.193338315362443,4.230763657956613
25.0,harley quinn wallpap hd,art_and_design,free,0,everyon,art & design,25-Apr-18,1.5,3.0 and up,0.211,2e-06,0.051,1e-05,0.0,0.0,0.286,921.5999999999999,9.210440366976517,4.350461768401344,-0.8865324301426627,0.12813420610226173,2.0,10000.0,2,4.193338315362443,4.230763657956613
26.0,colorfit - draw & color,art_and_design,free,0,everyon,art & design;cr,11-Oct-17,1.0.8,4.0.3 and up,0.206,0.000259,0.242,0.0005,0.0,0.0,0.429,95222.0,13.122365377402328,4.350461768401344,-0.4356823531786273,-0.7648019145401036,2.0,500000.0,3,4.193338315362443,4.230763657956613
27.0,anim photo editor,art_and_design,free,0,everyon,art & design,21-Mar-18,1.03,4.0.3 and up,0.172,3e-06,0.052,0.0001,0.0,0.0,0.429,832.3,11.51293546492023,4.350461768401344,-0.6147863905659797,0.07646391520988562,2.0,100000.0,0,4.193338315362443,4.230763657956613
28.0,pencil sketch draw,art_and_design,free,0,everyon,art & design,12-Jul-18,6,2.3 and up,0.161,2e-06,0.036,1e-05,0.0,0.0,0.143,530.4,9.210440366976517,4.350461768401344,-0.9371109156639401,-1.5083557406433685,2.0,10000.0,2,4.193338315362443,4.230763657956613
29.0,easi realist draw tutori,art_and_design,free,0,everyon,art & design,22-Aug-17,1,2.3 and up,0.172,3e-06,0.032,0.0001,0.0,0.0,0.143,914.3,11.51293546492023,4.350461768401344,-0.7044753107945795,1.0765979077928192,2.0,100000.0,0,4.193338315362443,4.230763657956613
30.0,pink silver bow keyboard theme,art_and_design,free,0,everyon,art & design,12-Jul-18,6.7.12.2018,4.0.3 and up,0.178,1.4e-05,0.083,0.0001,0.0,0.0,0.429,4704.0,11.51293546492023,4.350461768401344,0.7227376038687282,-0.8310286608255066,1.0,100000.0,0,4.193338315362443,4.230763657956613
31.0,art draw idea,art_and_design,free,0,everyon,art & design,31-May-18,1.2,2.3 and up,0.172,3e-06,0.042,5e-05,0.0,0.0,0.143,930.6999999999999,10.819798284210286,4.350461768401344,-0.7718503249318992,-1.2449241414231085,2.0,50000.0,0,4.193338315362443,4.230763657956613
32.0,anim manga color book,art_and_design,free,0,everyon,art & design,19-Jul-18,2.2,4.0 and up,0.194,6.4e-05,0.101,0.0001,0.0,0.0,0.429,22657.5,11.51293546492023,4.350461768401344,0.005881623307927565,0.5513075097601794,1.0,100000.0,0,4.193338315362443,4.230763657956613
33.0,easi origami idea,art_and_design,free,0,everyon,art & design,6-Jan-18,1.1.0,4.1 and up,0.178,1.3e-05,0.101,0.0001,0.0,0.0,0.429,4263.0,11.51293546492023,4.350461768401344,-0.7041955812074074,0.23987879879515048,2.0,100000.0,0,4.193338315362443,4.230763657956613
34.0,creativ idea,art_and_design,free,0,teen,art & design,27-Apr-18,1.6,4.1 and up,0.206,5e-06,0.032,1e-05,0.0,0.0,0.429,1659.1000000000001,9.210440366976517,4.350461768401344,-0.6540501197865721,-0.7513967706710147,2.0,10000.0,2,4.193338315362443,4.230763657956613
35.0,draw ladybug cat noir,art_and_design,free,0,everyon,art & design,11-Jul-18,2.1,4.1 and up,0.156,7e-06,0.083,0.0001,0.0,0.0,0.429,2143.2,11.51293546492023,4.350461768401344,-0.8428128510064155,0.7516079191431373,2.0,100000.0,0,4.193338315362443,4.230763657956613
36.0,unicorn - color number & pixel art color,art_and_design,free,0,everyon,art & design;cr,2-Aug-18,1.0.9,4.4 and up,0.206,0.000104,0.232,0.0005,0.0,0.0,0.429,38281.5,13.122365377402328,4.350461768401344,-0.7841336016425651,0.12554764679476876,2.0,500000.0,3,4.193338315362443,4.230763657956613
38.0,pip camera - pip collag maker,art_and_design,free,0,everyon,art & design,29-Nov-17,1.3,4.0.3 and up,0.206,2e-06,0.101,1e-05,0.0,0.0,0.429,742.6,9.210440366976517,4.350461768401344,-0.7280368277764444,-0.028916209340073877,2.0,10000.0,2,4.193338315362443,4.230763657956613
39.0,color disney princess - color page,art_and_design,free,0,everyon,art & design,31-Mar-18,1,4.0 and up,0.167,8e-06,0.085,0.0005,0.0,0.0,0.429,2364.0,13.122365377402328,4.350461768401344,-0.6939084903679822,-0.3069937148621775,2.0,500000.0,3,4.193338315362443,4.230763657956613
40.0,draw cloth fashion idea,art_and_design,free,0,everyon,art & design,20-Jul-18,2.0.1,4.0.3 and up,0.178,1e-06,0.141,1e-05,0.0,0.0,0.429,491.40000000000003,9.210440366976517,4.350461768401344,-0.2843324251911592,0.6214532349285752,2.0,10000.0,2,4.193338315362443,4.230763657956613
41.0,sad poetri photo frame 2018,art_and_design,free,0,everyon,art & design,2-Apr-18,1,4.0.3 and up,0.194,2e-06,0.091,0.0001,0.0,0.0,0.429,792.0,11.51293546492023,4.350461768401344,1.8900944908506008,-0.7269988111829445,1.0,100000.0,0,4.193338315362443,4.230763657956613
43.0,paint splash!,art_and_design,free,0,everyon,art & design;cr,15-Apr-18,1.46,4.1 and up,0.156,2.8e-05,0.002,0.0001,0.0,0.0,0.429,8382.8,11.51293546492023,4.350461768401344,-0.06735429865693408,0.660932317165149,2.0,100000.0,0,4.193338315362443,4.230763657956613
44.0,popsicl stick similar diy craft idea,art_and_design,free,0,everyon,art & design,3-Jan-18,1.0.0,4.1 and up,0.178,0.0,0.111,1e-05,0.0,0.0,0.429,109.2,9.210440366976517,4.350461768401344,0.36617398424978254,-1.0418378394426404,1.0,10000.0,2,4.193338315362443,4.230763657956613
46.0,instal imag music make video without net - 2018,art_and_design,free,0,everyon,art & design,14-Nov-17,1.6,4.1 and up,0.2,1.4e-05,0.253,0.0001,0.0,0.0,0.429,4922.0,11.51293546492023,4.350461768401344,-0.3256335732929173,1.0377482270603553,2.0,100000.0,0,4.193338315362443,4.230763657956613
47.0,littl teddi bear colour book game,art_and_design,free,0,everyon,art & design,17-Dec-17,2.0.0,4.1 and up,0.178,1e-06,0.071,0.0001,0.0,0.0,0.429,357.0,11.51293546492023,4.350461768401344,-0.7051770207000939,0.5588933863277266,2.0,100000.0,0,4.193338315362443,4.230763657956613
48.0,draw food,art_and_design,free,0,everyon,art & design,28-May-18,1,2.3 and up,0.183,1.1e-05,0.07,0.0001,0.0,0.0,0.143,3633.5,11.51293546492023,4.350461768401344,-0.898258661311316,-1.1865098674040233,2.0,100000.0,0,4.193338315362443,4.230763657956613
49.0,monster truck stunt 3d 2019,auto_and_vehicl,free,0,everyon,auto & vehicl,10-May-18,1,4.0.3 and up,0.178,5e-06,0.242,0.0001,0.0,0.0,0.429,1541.4,11.51293546492023,4.19082423275705,-0.14829378278570704,-1.6279230570273686,2.0,100000.0,0,4.193338315362443,4.230763657956613
52.0,use car truck sale,auto_and_vehicl,free,0,everyon,auto & vehicl,30-Jul-18,Varies with device,Varies with device,0.2,0.000218,0.215,0.001,0.0,0.0,0.0,78462.2,13.815511557963774,4.19082423275705,0.03925940062175869,-1.225616981960774,1.0,1000000.0,3,4.193338315362443,4.230763657956613
53.0,american muscl car race,auto_and_vehicl,free,0,everyon,auto & vehicl,26-Jul-18,3,4.1 and up,0.161,2e-06,0.343,0.0001,0.0,0.0,0.429,503.09999999999997,11.51293546492023,4.19082423275705,-1.0295504030682907,0.5636192753332959,2.0,100000.0,0,4.193338315362443,4.230763657956613
54.0,offroad oil tanker driver transport truck 2019,auto_and_vehicl,free,0,everyon,auto & vehicl,31-Jul-18,4,4.1 and up,0.183,7e-06,0.323,0.0001,0.0,0.0,0.429,2330.6,11.51293546492023,4.19082423275705,-0.9631906689521115,0.2908830494814853,2.0,100000.0,0,4.193338315362443,4.230763657956613
55.0,ticket sda 2018 exam state traffic safeti inspector drom.ru,auto_and_vehicl,free,0,everyon,auto & vehicl,18-Jul-18,1.7.1,4.0 and up,0.217,0.000134,0.323,0.0001,0.0,0.0,0.429,51347.100000000006,11.51293546492023,4.19082423275705,-0.37370138140674086,1.3150442453485243,2.0,100000.0,0,4.193338315362443,4.230763657956613
56.0,ga price (germani only),auto_and_vehicl,free,0,everyon,auto & vehicl,29-Jul-18,2.5.1,4.4 and up,0.189,1e-05,0.046,5e-05,0.0,0.0,0.429,3542.0000000000005,10.819798284210286,4.19082423275705,0.17909672953526318,1.8610686073044838,1.0,50000.0,0,4.193338315362443,4.230763657956613
58.0,restart navig,auto_and_vehicl,free,0,everyon,auto & vehicl,26-Aug-14,1.0.1,2.2 and up,0.167,1.8e-05,0.215,0.0001,0.0,0.0,0.143,5612.0,11.51293546492023,4.19082423275705,0.5065146869180359,-1.3542009677110367,1.0,100000.0,0,4.193338315362443,4.230763657956613
59.0,"reg - check regnumber, find inform swedish vehicl",auto_and_vehicl,free,0,everyon,auto & vehicl,30-Jul-18,2.493,4.4 and up,0.161,5.1e-05,0.026,0.0001,0.0,0.0,0.429,15486.9,11.51293546492023,4.19082423275705,-0.9010346480397182,-1.2713564556476538,2.0,100000.0,0,4.193338315362443,4.230763657956613
60.0,citybu lviv,auto_and_vehicl,free,0,everyon,auto & vehicl,8-Jul-18,1.9.1,4.0.3 and up,0.2,7e-06,0.047,1e-05,0.0,0.0,0.429,2456.3999999999996,9.210440366976517,4.19082423275705,-0.6597614541956135,-0.7996593043333112,2.0,10000.0,2,4.193338315362443,4.230763657956613
61.0,cdl practic test 2018 edit,auto_and_vehicl,free,0,everyon,auto & vehicl,3-Jul-18,1.7,4.2 and up,0.217,9.9e-05,0.162,0.0001,0.0,0.0,0.429,38092.600000000006,11.51293546492023,4.19082423275705,0.8678865308974123,-0.4908285663187676,1.0,100000.0,0,4.193338315362443,4.230763657956613
62.0,"ezetc (etc balanc inquiry, meter trial, real-tim traffic)",auto_and_vehicl,free,0,everyon,auto & vehicl,28-Jul-18,2.20 Build 02,4.1 and up,0.183,0.000497,0.077,0.001,0.0,0.0,0.429,167037.8,13.815511557963774,4.19082423275705,-0.8022070409963699,-1.0330051614338784,2.0,1000000.0,3,4.193338315362443,4.230763657956613
63.0,free vin report use car,auto_and_vehicl,free,0,everyon,auto & vehicl,12-Jun-18,1.37,4.0 and up,0.2,3.1e-05,0.014,0.0001,0.0,0.0,0.429,11182.599999999999,11.51293546492023,4.19082423275705,-0.22106534833226277,1.6913240743279332,2.0,100000.0,0,4.193338315362443,4.230763657956613
64.0,dmv permit practic test 2018 edit,auto_and_vehicl,free,0,everyon,auto & vehicl,3-Jul-18,1.7,4.2 and up,0.217,7.8e-05,0.263,0.0001,0.0,0.0,0.429,29841.000000000004,11.51293546492023,4.19082423275705,2.1768397662346413,0.39151821210025617,1.0,100000.0,0,4.193338315362443,4.230763657956613
65.0,check vehicl tax,auto_and_vehicl,free,0,everyon,auto & vehicl,30-Jul-18,0.2.1,4.4 and up,0.161,4e-06,0.017,1e-05,0.0,0.0,0.429,1150.5,9.210440366976517,4.19082423275705,0.21045319547065683,0.7498520895575365,1.0,10000.0,2,4.193338315362443,4.230763657956613
66.0,use car mexico,auto_and_vehicl,free,0,everyon,auto & vehicl,14-Oct-16,1,2.3 and up,0.167,2e-06,0.015,5e-05,0.0,0.0,0.143,760.0,10.819798284210286,4.19082423275705,-0.7855839210500591,-0.3955359559600824,2.0,50000.0,0,4.193338315362443,4.230763657956613
68.0,repuv,auto_and_vehicl,free,0,everyon,auto & vehicl,25-May-18,Varies with device,Varies with device,0.161,5e-06,0.215,0.0001,0.0,0.0,0.0,1388.3999999999999,11.51293546492023,4.19082423275705,2.064508109315377,-0.24510320016939469,1.0,100000.0,0,4.193338315362443,4.230763657956613
71.0,sk enca direct mall - use car search,auto_and_vehicl,free,0,everyon,auto & vehicl,2-Aug-18,2.2.21,4.2 and up,0.144,1.8e-05,0.152,0.0005,0.0,0.0,0.429,4964.400000000001,13.122365377402328,4.19082423275705,-0.029484267790924164,-0.6281082764145813,2.0,500000.0,3,4.193338315362443,4.230763657956613
73.0,pdd-ua,auto_and_vehicl,free,0,everyon,auto & vehicl,29-Jul-18,2.9,2.3.3 and up,0.211,9e-06,0.215,0.0001,0.0,0.0,0.143,3532.7999999999997,11.51293546492023,4.19082423275705,1.669056877941807,2.288080462770903,1.0,100000.0,0,4.193338315362443,4.230763657956613
74.0,ticket sda 2019 + exam rf,auto_and_vehicl,free,0,everyon,auto & vehicl,27-Jul-18,1.79,4.0 and up,0.211,9e-05,0.162,0.0005,0.0,0.0,0.429,33700.799999999996,13.122365377402328,4.19082423275705,3.8248748925716303,-1.2468732052611617,0.0,500000.0,3,4.193338315362443,4.230763657956613
75.0,super car wallpap background,auto_and_vehicl,free,0,everyon,auto & vehicl,14-Jun-18,1.3,4.0 and up,0.2,3e-06,0.024,5e-05,0.0,0.0,0.429,906.1999999999999,10.819798284210286,4.19082423275705,2.3268011234228556,-1.082939788133597,1.0,50000.0,0,4.193338315362443,4.230763657956613
76.0,"polic lights, siren & follow",auto_and_vehicl,free,0,everyon,auto & vehicl,8-Jun-18,2.3.5.1,4.1 and up,0.194,9e-06,0.08,0.0001,0.0,0.0,0.429,3316.5,11.51293546492023,4.19082423275705,1.3320159481561167,-0.7251012752787793,1.0,100000.0,0,4.193338315362443,4.230763657956613
77.0,polic detector (speed camera radar),auto_and_vehicl,free,0,everyon 10+,auto & vehicl,4-Jul-18,1.6,4.0 and up,0.183,4.6e-05,0.029,0.001,0.0,0.0,0.429,15368.199999999999,13.815511557963774,4.19082423275705,0.16908990321827744,0.7156962317889823,1.0,1000000.0,3,4.193338315362443,4.230763657956613
78.0,best car wallpap,auto_and_vehicl,free,0,everyon,auto & vehicl,27-Mar-18,1.6,4.1 and up,0.194,1.3e-05,0.019,0.0001,0.0,0.0,0.429,4473.0,11.51293546492023,4.19082423275705,-0.06836744094223297,-0.8122077975339789,2.0,100000.0,0,4.193338315362443,4.230763657956613
80.0,pick part garag,auto_and_vehicl,free,0,everyon,auto & vehicl,24-Jul-18,1.1.5.0,6.0 and up,0.161,2e-06,0.313,5e-05,0.0,0.0,0.714,553.8,10.819798284210286,4.19082423275705,0.9716725036404708,-1.214808383063104,1.0,50000.0,0,4.193338315362443,4.230763657956613
81.0,pakwheels: buy & sell car,auto_and_vehicl,free,0,everyon,auto & vehicl,27-Jul-18,10.0.2,4.2 and up,0.189,0.000194,0.364,0.001,0.0,0.0,0.429,66739.20000000001,13.815511557963774,4.19082423275705,2.998829535171395,-2.192464569710778,0.0,1000000.0,3,4.193338315362443,4.230763657956613
82.0,supervis servic,auto_and_vehicl,free,0,everyon,auto & vehicl,30-Jul-18,1.10.3,5.0 and up,0.167,2.8e-05,0.141,0.0005,0.0,0.0,0.571,8620.0,13.122365377402328,4.19082423275705,-0.607472324062994,-1.3017266792266307,2.0,500000.0,3,4.193338315362443,4.230763657956613
83.0,speed camera detector - traffic & speed alert,auto_and_vehicl,free,0,everyon,auto & vehicl,23-Jul-18,1,4.0.3 and up,0.183,2e-06,0.044,0.0001,0.0,0.0,0.429,593.4,11.51293546492023,4.19082423275705,0.34008893136435125,1.251020171887899,1.0,100000.0,0,4.193338315362443,4.230763657956613
84.0,use car search goo net whole car go net,auto_and_vehicl,free,0,everyon,auto & vehicl,23-Jul-18,3.20.1,4.4 and up,0.15,6.9e-05,0.172,0.001,0.0,0.0,0.429,20031.8,13.815511557963774,4.19082423275705,2.441500959118699,0.9755001632629099,1.0,1000000.0,3,4.193338315362443,4.230763657956613
85.0,carmax – car sale: search use car inventori,auto_and_vehicl,free,0,everyon,auto & vehicl,4-Aug-18,Varies with device,Varies with device,0.189,0.000279,0.215,0.001,0.0,0.0,0.0,95818.8,13.815511557963774,4.19082423275705,-0.3793041764325712,-0.9085204715066002,2.0,1000000.0,3,4.193338315362443,4.230763657956613
86.0,best car sound,auto_and_vehicl,free,0,everyon,auto & vehicl,29-Jul-18,1.0.3,2.3 and up,0.183,4e-06,0.374,0.0001,0.0,0.0,0.143,1496.3999999999999,11.51293546492023,4.19082423275705,1.6031499348069245,0.26680675865679115,1.0,100000.0,0,4.193338315362443,4.230763657956613
88.0,autoscout24 switzerland – find new car,auto_and_vehicl,free,0,everyon,auto & vehicl,3-Aug-18,Varies with device,Varies with device,0.2,0.000171,0.215,0.001,0.0,0.0,0.0,61511.2,13.815511557963774,4.19082423275705,2.8889359963440495,-1.2597671814708882,0.0,1000000.0,3,4.193338315362443,4.230763657956613
89.0,zona azul digit fácil sp cet - offici são paulo,auto_and_vehicl,free,0,everyon,auto & vehicl,10-May-18,4.6.5,Varies with device,0.2,0.000101,0.215,0.0001,0.0,0.0,0.0,36248.0,11.51293546492023,4.19082423275705,-0.7420559945257816,-1.472039935756149,2.0,100000.0,0,4.193338315362443,4.230763657956613
90.0,sm park,auto_and_vehicl,free,0,everyon,auto & vehicl,16-May-18,2.8.2,4.1 and up,0.194,4.6e-05,0.07,0.0001,0.0,0.0,0.429,16276.5,11.51293546492023,4.19082423275705,1.8989286111568457,0.32814836800502206,1.0,100000.0,0,4.193338315362443,4.230763657956613
91.0,skencar,auto_and_vehicl,free,0,everyon,auto & vehicl,31-Jul-18,4.0.3,4.0.3 and up,0.15,6.1e-05,0.343,0.001,0.0,0.0,0.429,17782.2,13.815511557963774,4.19082423275705,-0.014128459878102939,0.7371708663085307,2.0,1000000.0,3,4.193338315362443,4.230763657956613
92.0,fuelio: ga log & cost,auto_and_vehicl,free,0,everyon,auto & vehicl,2-Aug-18,Varies with device,4.0.3 and up,0.2,0.000842,0.215,0.001,0.0,0.0,0.429,302615.6,13.815511557963774,4.19082423275705,-0.8990868509716333,-0.8766369568570306,2.0,1000000.0,3,4.193338315362443,4.230763657956613
93.0,auto fine,auto_and_vehicl,free,0,everyon,auto & vehicl,2-Aug-18,1.4,4.0.3 and up,0.2,0.000402,0.162,0.001,0.0,0.0,0.429,144591.8,13.815511557963774,4.19082423275705,-0.2571683353445452,1.081724173502542,2.0,1000000.0,3,4.193338315362443,4.230763657956613
94.0,"use car first car - use car purchase, use car quotation, dealer inform",auto_and_vehicl,free,0,everyon,auto & vehicl,23-Jul-18,1.5.18,4.0.3 and up,0.2,6.5e-05,0.182,0.001,0.0,0.0,0.429,23446.199999999997,13.815511557963774,4.19082423275705,-0.7831339828697534,-0.10062080524669638,2.0,1000000.0,3,4.193338315362443,4.230763657956613
95.0,park lot - nation park applic (park lot search / park share / discount payment),auto_and_vehicl,free,0,everyon,auto & vehicl,2-Jun-18,2.3.4,4.0 and up,0.167,2.2e-05,0.131,0.0005,0.0,0.0,0.429,7016.0,13.122365377402328,4.19082423275705,-1.0154935662382945,-0.22424443527468438,2.0,500000.0,3,4.193338315362443,4.230763657956613
96.0,inquiri fine debit vehicl,auto_and_vehicl,free,0,everyon,auto & vehicl,20-Mar-18,1.03,4.0.3 and up,0.189,3.4e-05,0.012,0.0005,0.0,0.0,0.429,11792.000000000002,13.122365377402328,4.19082423275705,-0.6331470363180985,-0.4818122797809262,2.0,500000.0,3,4.193338315362443,4.230763657956613
97.0,ga station,auto_and_vehicl,free,0,everyon,auto & vehicl,21-Apr-18,2.17,4.0 and up,0.167,1.6e-05,0.035,0.0001,0.0,0.0,0.429,5152.0,11.51293546492023,4.19082423275705,-1.0007530088776073,-0.7569656658041024,2.0,100000.0,0,4.193338315362443,4.230763657956613
98.0,hush - beauti everyon,beauti,free,0,everyon,beauti,2-Aug-18,6.10.1,5.0 and up,0.206,0.000242,0.162,0.0005,0.0,0.0,0.571,88830.0,13.122365377402328,4.260881537150696,0.4590993882949522,0.7477992281194097,1.0,500000.0,3,4.193338315362443,4.230763657956613
99.0,"ipsy: makeup, beauty, tip",beauti,free,0,everyon,beauti,9-Nov-17,2.3.0,4.1 and up,0.217,0.000637,0.131,0.001,0.0,0.0,0.429,243971.00000000003,13.815511557963774,4.260881537150696,1.0497647471367848,-0.06978988463173293,1.0,1000000.0,3,4.193338315362443,4.230763657956613
100.0,natur recip beauti,beauti,free,0,everyon,beauti,15-May-18,4,4.1 and up,0.206,1.5e-05,0.089,0.0001,0.0,0.0,0.429,5405.0,11.51293546492023,4.260881537150696,-0.8985188884161326,-0.7070558669758283,2.0,100000.0,0,4.193338315362443,4.230763657956613
101.0,"bestcam selfie-selfie, beauti camera, photo editor",beauti,free,0,everyon,beauti,12-Jul-18,1.0.6,4.0.3 and up,0.161,2.2e-05,0.202,0.0005,0.0,0.0,0.429,6782.099999999999,13.122365377402328,4.260881537150696,-0.8823340205706307,-1.1274105980821882,2.0,500000.0,3,4.193338315362443,4.230763657956613
102.0,mirror - zoom & exposur -,beauti,free,0,everyon,beauti,24-Oct-16,Varies with device,Varies with device,0.161,0.000411,0.215,0.001,0.0,0.0,0.0,125151.0,13.815511557963774,4.260881537150696,-0.922919020679247,-0.17676201273105552,2.0,1000000.0,3,4.193338315362443,4.230763657956613
104.0,hairstyl step step,beauti,free,0,everyon,beauti,25-Jul-18,1.9,4.0.3 and up,0.2,5.6e-05,0.131,0.0001,0.0,0.0,0.429,20097.399999999998,11.51293546492023,4.260881537150696,0.4703780135011114,0.02992089436671054,1.0,100000.0,0,4.193338315362443,4.230763657956613
105.0,filter selfi,beauti,free,0,everyon,beauti,10-May-18,1.1.0,4.0 and up,0.183,0.00011,0.242,0.001,0.0,0.0,0.429,36859.6,13.815511557963774,4.260881537150696,-0.721142504989197,-0.04031862361184263,2.0,1000000.0,3,4.193338315362443,4.230763657956613
